id,primary,secondary,type
2496,BMED 2699,,gt_class
2497,LCC 3406,,gt_class
2498,MS 2XXX,,gt_class
2499,SPAN 3112,,gt_class
2500,MGT 4015,,gt_class
2501,MGT 4041,,gt_class
2502,ARBC 2001,,gt_class
2503,ARBC 2002,,gt_class
2504,ARBC 3001,,gt_class
2505,ARBC 3XXX,,gt_class
2506,ARBC 3002,,gt_class
2507,ID 4900,,gt_class
2508,BIOL 2400,,gt_class
2509,MGT 4102,,gt_class
2510,CHEM 2313,,gt_class
2511,CHEM 2216,,gt_class
2512,MGT 4052,,gt_class
2513,MGT 4058,,gt_class
2514,CS 3750,,gt_class
2515,LCC 2212,,gt_class
2516,LMC 4602,,gt_class
2517,LMC 4XXX,,gt_class
2518,HTS 2085,,gt_class
2519,ID 3803,,gt_class
2520,ID 3813,,gt_class
2521,GRMN 3024,,gt_class
2522,GRMN 3010,,gt_class
2523,JAPN 3001,,gt_class
2524,JAPN 3002,,gt_class
2525,APPH 2150,,gt_class
2526,KOR 1XXX,,gt_class
2527,KOR 10X2,,gt_class
2528,KOR 3001,,gt_class
2529,KOR 10X1,,gt_class
2530,MUSI 1601,,gt_class
2531,MUSI 1201,,gt_class
2532,NEUR 3001,,gt_class
2533,PHIL 4XXX,,gt_class
2534,PHYS 4263,,gt_class
2535,PUBP 4211,,gt_class
2536,PUBP 6118,,gt_class
2537,INTA 1050,,gt_class
2538,INTA 3110,,gt_class
2539,INTA 3101,,gt_class
2540,PSYC 2400,,gt_class
2541,PSYC 2005,,gt_class
2542,RUSS 10X1,,gt_class
2543,RUSS 2001,,gt_class
2544,RUSS 2002,,gt_class
2545,RUSS 2XXX,,gt_class
2546,LMC 3202,,gt_class
2547,SPAN 3040,,gt_class
2548,ARCH 4015,,gt_class
2549,CHIN 102X,,gt_class
2550,LCC 3212,,gt_class
2551,LCC 3222,,gt_class
2552,NRE 2120,,gt_class
2553,FREN 3120,,gt_class
2554,GRMN 4024,,gt_class
2555,HTS 2007,,gt_class
2556,HTS 3001,,gt_class
2557,HTS 3033,,gt_class
2558,HTS 3036,,gt_class
2559,HTS 2081,,gt_class
2560,HTS 2033,,gt_class
2561,HTS 2011,,gt_class
2562,ISYE 1XXX,,gt_class
2563,MS 2021,,gt_class
2564,MSL 2001,,gt_class
2565,INTA 1XXX,,gt_class
2566,PHYS 4699,,gt_class
2567,PHYS 4803,,gt_class
2568,INTA 2001,,gt_class
2569,PUBP 3130,,gt_class
2570,FL 1011,,gt_class
2571,LMC 3402,,gt_class
2572,ECON  2106,,gt_class
2573,INTA 2030,,gt_class
2574,PSYC 3012,,gt_class
2575,PSY 1101,,gt_class
2576,LCC 3710,,gt_class
2577,LCC 2720,,gt_class
2578,LCC 3512,,gt_class
2579,LCC 3508,,gt_class
2580,MGT 3608,,gt_class
2581,PUBP 2012,,gt_class
2582,ME 1670,,gt_class
2583,HPS 1003,,gt_class
2584,PHYS 2112,,gt_class
2585,PHYS 4XXX,,gt_class
2586,SPAN 4235,,gt_class
2587,ID 3320,,gt_class
2588,HTS 3061,,gt_class
2589,HTS 3041,,gt_class
2590,MATH 4080,,gt_class
2591,ARCH 2211,,gt_class
2592,ARCH 4821,,gt_class
2593,ARCH 1020,,gt_class
2594,ID 3302,,gt_class
2595,ID 4833,,gt_class
2596,BIOL 4440,,gt_class
2597,ECE 2036,,gt_class
2598,PSYC 4020,,gt_class
2599,GRMN 4025,,gt_class
2600,PHYS 2801,,gt_class
2601,PHYS 4900,,gt_class
2602,LCC 3218,,gt_class
2603,ARCH 4417,,gt_class
2604,LMC 3212,,gt_class
2605,PHYS 4262,,gt_class
2606,MGT 4051,,gt_class
2607,MGT 4308,,gt_class
2608,ARBC 4XXX,,gt_class
2609,ID 2XXX,,gt_class
2610,CS 3790,,gt_class
2611,BIOS 4401,,gt_class
2612,CHIN 4003,,gt_class
2613,CX 4240,,gt_class
2614,CS 2340,,gt_class
2615,ECON 4351,,gt_class
2616,CP 4510,,gt_class
2617,MGT 3103,,gt_class
2618,INTA 3303,,gt_class
2619,APPH 4200,,gt_class
2620,KOR 3002,,gt_class
2621,KOR 3692,,gt_class
2622,KOR 4XXX,,gt_class
2623,INTA 2241,,gt_class
2624,MATH 2561,,gt_class
2625,LMC 3710,,gt_class
2626,ML 1814,,gt_class
2627,ML 1824,,gt_class
2628,ML 1833,,gt_class
2629,PSYC 2250,,gt_class
2630,AS 1110,,gt_class
2631,AS 1120,,gt_class
2632,AS 2210,,gt_class
2633,AS 2220,,gt_class
2634,BIOS 4417,,gt_class
2635,PHYS 3225,,gt_class
2636,LCC 3504,,gt_class
2637,PUBP 3600,,gt_class
2638,MP 4750,,gt_class
2639,ARCH 4411,,gt_class
2640,MUSI 1202,,gt_class
2641,ME 4XXX,,gt_class
2642,PST 3109,,gt_class
2643,CS 1050,,gt_class
2644,HTS 3045,,gt_class
2645,CS 6400,,gt_class
2646,ECE 2035,,gt_class
2647,LMC 3843,,gt_class
2648,ECE 3084,,gt_class
2649,LCC 3318,,gt_class
2650,ID 1011,,gt_class
2651,ID 1101,,gt_class
2652,ID 1012,,gt_class
2653,ID 1102,,gt_class
2654,ID 1418,,gt_class
2655,ID 1419,,gt_class
2656,ID 2202,,gt_class
2657,CX 2XXX,,gt_class
2658,EAS 4410,,gt_class
2659,ECE 4180,,gt_class
2660,HTS 3048,,gt_class
2661,HTS 3015,,gt_class
2662,COE 3001,,gt_class
2663,ME 6XXX,,gt_class
2664,CHEM 2214,,gt_class
2665,CS 6035,,gt_class
2666,ECE 3042,,gt_class
2667,PHIL 1101,,gt_class
2668,COE 1361,,gt_class
2669,ECE 3070,,gt_class
2670,ISYE 2127,,gt_class
2671,ISYE 6XXX,,gt_class
2672,CS 2316,,gt_class
2673,CHEM 1211,,gt_class
2674,APPH 3755,,gt_class
2675,SPAN 3064,,gt_class
2676,SPAN 4165,,gt_class
2677,BMED 4699,,gt_class
2678,TFE 3025,,gt_class
2679,TFE 3026,,gt_class
2680,HTS 3026,,gt_class
2681,HIST 234,,gt_class
2682,AE 4310,,gt_class
2683,LCC 3408,,gt_class
2684,PHYS 2030,,gt_class
2685,ECE 1010,,gt_class
2686,HTS 3071,,gt_class
2687,BIOL 4150,,gt_class
2688,CX 4640,,gt_class
2689,ECON 4160,,gt_class
2690,BIOL 4570,,gt_class
2691,PHYS 3211,,gt_class
2692,HPS 1064,,gt_class
2693,HPS 3300,,gt_class
2694,HPS 3751,,gt_class
2695,CHEM 2110,,gt_class
2696,CHBE 3200,,gt_class
2697,MATH 2601,,gt_class
2698,LCC 3412,,gt_class
2699,PST 3115,,gt_class
2700,PHYS 3224,,gt_class
2701,GT 4100,,gt_class
2702,CEE 4100,,gt_class
2703,HTS 3065,,gt_class
2704,GRMN 3011,,gt_class
2705,ME 4315,,gt_class
2706,LMC 2730,,gt_class
2707,NS 2322,,gt_class
2708,NS 4321,,gt_class
2709,CHIN 4006,,gt_class
2710,NS 1323,,gt_class
2711,NS 4322,,gt_class
2712,NS 1321,,gt_class
2713,NS 2321,,gt_class
2714,NS 3321,,gt_class
2715,MSE 3XXX,,gt_class
2716,PUBP 3315,,gt_class
2717,MATH 2406,,gt_class
2718,CS 4330,,gt_class
2719,CS 4342,,gt_class
2720,BIOL 4225,,gt_class
2721,MGT 4070,,gt_class
2722,PHIL 3115,,gt_class
2723,LMC 3214,,gt_class
2724,MGT 3605,,gt_class
2725,FREN 3012,,gt_class
2726,FREN 3014,,gt_class
2727,FREN 3000,,gt_class
2728,PSYC 4025,,gt_class
2729,HTS 3011,,gt_class
2730,PUBP 4803,,gt_class
2731,PHYS 2231,,gt_class
2732,PHYS 2232,,gt_class
2733,PSYC 1100,,gt_class
2734,PUBP 4200,,gt_class
2735,LCC 3314,,gt_class
2736,GRMN 3034,,gt_class
2737,GRMN 4010,,gt_class
2738,GRMN 4012,,gt_class
2739,PSY 3790,,gt_class
2740,CEE 2300,,gt_class
2741,PSYC 2270,,gt_class
2742,PSY 3040,,gt_class
2743,CHBE 1XXX,,gt_class
2744,CS 1XXXX,,gt_class
2745,ISYE 3044,,gt_class
2746,MATH 4581,,gt_class
2747,PHYS 4143,,gt_class
2748,PST 2XXX,,gt_class
2749,PST 2050,,gt_class
2750,MGT 4191,,gt_class
2751,SPAN 3061,,gt_class
2752,PHYS 2010,,gt_class
2753,HTS 3083,,gt_class
2754,HTS 2031,,gt_class
2755,ARBC 1XXX,,gt_class
2756,Organic Chemistry I,,gt_class
2757,Organic Chemistry II,,gt_class
2758,CHEM 3281,,gt_class
2759,MATH 2204 + 2205 = MATH 1501,,gt_class
2760,SS 1XX,,gt_class
2761,Credit Awarded W/MATH 1222,,gt_class
2762,PSYC 2760,,gt_class
2763,ME 1XXX,,gt_class
2764,EAS 2551,,gt_class
2765,EAS 4699,,gt_class
2766,MUSI 1303,,gt_class
2767,MUSI 2103,,gt_class
2768,BIOS 2500,,gt_class
2769,RUSS 1XXX,,gt_class
2770,CS 4642,,gt_class
2771,LCC 3514,,gt_class
2772,APPH 1050,,gt_class
2773,Credit Awarded W/MAT 214,,gt_class
2774,LCC 3216,,gt_class
2775,PST 1XXX,,gt_class
2776,LMC 3406,,gt_class
2777,BIOS 1207,,gt_class
2778,BIOS 1207L,,gt_class
2779,MATH 1511,,gt_class
2780,MATH 2411,,gt_class
2781,MATH 2413,,gt_class
2782,CS 3311,,gt_class
2783,LMC 3432,,gt_class
2784,MATH 1111,,gt_class
2785,BIOL 2699,,gt_class
2786,CHBE 3XXX,,gt_class
2787,ISYE 6644,,gt_class
2788,ECE 4270,,gt_class
2789,ARBC 2XXX,,gt_class
2790,ECE 3050,,gt_class
2791,PHIL 4110,,gt_class
2792,INTA 3301,,gt_class
2793,CHBE 3130,,gt_class
2794,NEUR 2001,,gt_class
2795,LMC 3257,,gt_class
2796,PUBP 3214,,gt_class
2797,HTS 3043,,gt_class
2798,BIOL 4471,,gt_class
2799,PHYS 4751,,gt_class
2800,LCC 4730,,gt_class
2801,PSYC 3790,,gt_class
2802,SPAN 3122,,gt_class
2803,LCC 3104,,gt_class
2804,MUSI 3450,,gt_class
2805,LCC 3352,,gt_class
2806,PSYC 2260,,gt_class
2807,MGT 3659,,gt_class
2808,LCC 3256,,gt_class
2809,GRMN 3695,,gt_class
2810,ECE 3040,,gt_class
2811,BIOL 4340,,gt_class
2812,CEE 3000,,gt_class
2813,FREN 4001,,gt_class
2814,ECON 4460,,gt_class
2815,INTA 4903,,gt_class
2816,CS 3500,,gt_class
2817,ECON 3160,,gt_class
2818,BC 2610,,gt_class
2819,BC 2620,,gt_class
2820,LCC 2662,,gt_class
2821,LCC 3661,,gt_class
2822,MGT 4303,,gt_class
2823,BMED 4784,,gt_class
2824,SPAN 4150,,gt_class
2825,PHYS 2122,,gt_class
2826,ISYE 4803,,gt_class
2827,CHBE 3110,,gt_class
2828,ARCH 4420,,gt_class
2829,ID 2023,,gt_class
2830,ID 2401,,gt_class
2831,ISYE 2030,,gt_class
2832,ME 6744,,gt_class
2833,PHYS 1000,,gt_class
2834,LCC 4725,,gt_class
2835,LMC 3258,,gt_class
2836,CHEM 4775,,gt_class
2837,PORT 1001,,gt_class
2838,PORT 1002,,gt_class
2839,PORT 2001,,gt_class
2840,HUM 3202,,gt_class
2841,MUSI 3221,,gt_class
2842,LCC 3214,,gt_class
2843,ID 2242,,gt_class
2844,INTA 3201,,gt_class
2845,LMC 3220,,gt_class
2846,BMED 2210,,gt_class
2847,CHBE 3220,,gt_class
2848,SOC 101,,gt_class
2849,CS 3240,,gt_class
2850,CS 4261,,gt_class
2851,MATH 1503,,gt_class
2852,MATH 1504,,gt_class
2853,PST 4110,,gt_class
2854,PHIL 4803,,gt_class
2855,ME 3340,,gt_class
2856,MSE 4330,,gt_class
2857,PUBP 3120,,gt_class
2858,HTS 2040,,gt_class
2859,CS 4392,,gt_class
2860,ECE 3057,,gt_class
2861,PHYS 4142,,gt_class
2862,CS 4495,,gt_class
2863,MSE 4775,,gt_class
2864,MSE 3021,,gt_class
2865,HTS 3066,,gt_class
2866,INTA 2220,,gt_class
2867,FREN 3008,,gt_class
2868,ISYE 3039,,gt_class
2869,LCC 3843,,gt_class
2870,ET  LAB,,gt_class
2871,MATH 308 + 350 = MATH 2602,,gt_class
2872,CS 4460,,gt_class
2873,BMED 3XXX,,gt_class
2874,LCC 3XXX,,gt_class
2875,BMED 1750,,gt_class
2876,BMED 4751,,gt_class
2877,BIOS 4651,,gt_class
2878,CS 2200,,gt_class
2879,ECE 3075,,gt_class
2880,ISYE 4XXX,,gt_class
2881,MUSI 1401,,gt_class
2882,HTS 3038,,gt_class
2883,Awarded W/BIOL 153+151+151L,,gt_class
2884,HTS 30303,,gt_class
2885,Credit Awarded W/MATH 2360,,gt_class
2886,HTS 3007,,gt_class
2887,MUSI 3401,,gt_class
2888,PST 4803,,gt_class
2889,ME 391,,gt_class
2890,NRE 3208,,gt_class
2891,NRE 3301,,gt_class
2892,MGT 4056,,gt_class
2893,SPAN 3005,,gt_class
2894,ID 2241,,gt_class
2895,MGT 4050,,gt_class
2896,SS 2XX,,gt_class
2897,LMC 3506,,gt_class
2898,ECE 3058,,gt_class
2899,SPAN  2001,,gt_class
2900,ENGL 2210,,gt_class
2901,ARCH 4831,,gt_class
2902,LING 3XXX,,gt_class
2903,CHEM  1XXX,,gt_class
2904,HTS 3003,,gt_class
2905,SPAN 4695,,gt_class
2906,CS 3451,,gt_class
2907,CEE 4400,,gt_class
2908,MATH 4450,,gt_class
2909,ECON 21000,,gt_class
2910,INTA 3304,,gt_class
2911,AE 3145,,gt_class
2912,NRE 3XXX,,gt_class
2913,PSYC 3011,,gt_class
2914,CHEM 3111,,gt_class
2915,KOR 4002,,gt_class
2916,KOR 4001,,gt_class
2917,KOR 3691,,gt_class
2918,HIST 2212,,gt_class
2919,ISYE 2699,,gt_class
2920,MATH 3615,,gt_class
2921,HTS 1001,,gt_class
2922,ENGL 102,,gt_class
2923,Awarded W/MATH 152 + 153,,gt_class
2924,Awarded W/MATH 151+153,,gt_class
2925,Awarded W/MATH 151+152,,gt_class
2926,LCC 3220,,gt_class
2927,PHYS 4222,,gt_class
2928,Alabama,,transfer_state
2929,Alaska,,transfer_state
2930,Arizona,,transfer_state
2931,Arkansas,,transfer_state
2932,California,,transfer_state
2933,Colorado,,transfer_state
2934,Connecticut,,transfer_state
2935,Delaware,,transfer_state
2936,District of Columbia,,transfer_state
2937,Florida,,transfer_state
2938,Georgia,,transfer_state
2939,Guam,,transfer_state
2940,Hawaii,,transfer_state
2941,Idaho,,transfer_state
2942,Illinois,,transfer_state
2943,Indiana,,transfer_state
2944,Iowa,,transfer_state
2945,Kansas,,transfer_state
2946,Kentucky,,transfer_state
2947,Louisiana,,transfer_state
2948,Maine,,transfer_state
2949,Maryland,,transfer_state
2950,Massachusetts,,transfer_state
2951,Michigan,,transfer_state
2952,Minnesota,,transfer_state
2953,Mississippi,,transfer_state
2954,Missouri,,transfer_state
2955,Montana,,transfer_state
2956,Nebraska,,transfer_state
2957,Nevada,,transfer_state
2958,New Hampshire,,transfer_state
2959,New Jersey,,transfer_state
2960,New Mexico,,transfer_state
2961,New York,,transfer_state
2962,North Carolina,,transfer_state
2963,North Dakota,,transfer_state
2964,Ohio,,transfer_state
2965,Oklahoma,,transfer_state
2966,Oregon,,transfer_state
2967,Pennsylvania,,transfer_state
2968,Puerto Rico,,transfer_state
2969,Rhode Island,,transfer_state
2970,South Carolina,,transfer_state
2971,South Dakota,,transfer_state
2972,Tennessee,,transfer_state
2973,Texas,,transfer_state
2974,Utah,,transfer_state
2975,Vermont,,transfer_state
2976,"Virgin Islands, U.S.",,transfer_state
2977,Virginia,,transfer_state
2978,Washington,,transfer_state
2979,West Virginia,,transfer_state
2980,Wisconsin,,transfer_state
2981,Wyoming,,transfer_state
